Wavelength	1st	2nd	3rd	4th	5th	6th	7th	8th	9th
241.06844741235392	0.6922520846368309	0.2679972359659635	0.0015080192618128507	0.14523467689088618	5.596880330555867e-05	2.6432873778736323e-05	0.1452346768897125	0.9381756331874336	0.1452346768897125
242.07011686143574	0.6890355022830257	0.2850347605284368	0.0017014430617549945	0.15499336366916083	6.984233346628819e-05	3.083589833926116e-05	0.154993363667711	0.9509379770087635	0.154993363667711
243.07178631051752	0.686017189692304	0.3026699910698087	0.001917537162923273	0.16522346358631532	8.693648888916802e-05	3.593227420599305e-05	0.1652234635845258	0.9623278211494642	0.1652234635845258
244.07345575959934	0.6832406453476367	0.3208817482447735	0.002158668712889972	0.1759325423969934	0.00010794339850681853	4.1824300261536695e-05	0.17593254239478642	0.9722919677287536	0.17593254239478642
245.07512520868113	0.6807480818323637	0.33964472535774565	0.0024274150628747163	0.18712700790571893	0.00013369055123368183	4.8628239006912666e-05	0.18712700790299935	0.9807835231248825	0.18712700790299935
246.07679465776295	0.6785801671949223	0.3589294095544816	0.0027265779994978356	0.19881200547663888	0.0001651642221018916	5.647604601974953e-05	0.19881200547329037	0.9877622655290853	0.19881200547329037
247.07846410684473	0.6767757724825492	0.37870203321977514	0.0030591984300148635	0.21099131408896304	0.00020353629940061046	6.551728741593737e-05	0.2109913140848435	0.9931949622762024	0.2109913140848435
248.08013355592655	0.6753717270221333	0.3989245578371197	0.003428571473361353	0.22366724368910745	0.00025019487400674867	7.592126205815073e-05	0.22366724368404353	0.9970556334491688	0.22366724368404353
249.08180300500834	0.6744025829909722	0.4195546923220778	0.00383826190008129	0.23684053462741736	0.00030677896418134133	8.787934624471552e-05	0.23684053462119764	0.999325758831733	0.23684053462119764
250.08347245409016	0.6739003907752059	0.44054594755666665	0.004292119854355438	0.25051025999932225	0.0003752177557224397	0.00010160757959181804	0.2505102599916892	0.9999944259026949	0.2505102599916892
251.08514190317194	0.6738944865594763	0.46184772852920497	0.004794296780916446	0.26467373173714936	0.00045777473706976285	0.00011734951177871097	0.26467373172778946	0.9990584172168807	0.26467373172778946
252.08681135225376	0.6744112935281331	0.48340546512559024	0.005349261468679203	0.27932641131905944	0.000557097100164421	0.00013537933074545268	0.27932641130759145	0.9965222361938113	0.27932641130759145
253.08848080133555	0.6754741379864571	0.5051607822271816	0.005961816111478085	0.2944618259750127	0.0006762707588671259	0.0001560052938000882	0.2944618259609733	0.9923980710248347	0.2944618259609733
254.09015025041737	0.6771030816302301	0.5270517093516239	0.006637112274454271	0.3100714912758852	0.000818881305716261	0.00017957348388947933	0.3100714912587119	0.9867056971034774	0.3100714912587119
255.09181969949915	0.679314771103975	0.5490129296307208	0.007380666642450646	0.3261448409902471	0.000989081182876475	0.00020647191399576038	0.3261448409692576	0.9794723190719347	0.3261448409692576
256.09348914858094	0.6821223058927572	0.5709760674594027	0.008198376414341695	0.34266916508359146	0.0011916632823738879	0.00023713500321726413	0.34266916505795875	0.9707323542490315	0.34266916505795875
257.09515859766276	0.6855351254900242	0.5928700136777618	0.00909653419465176	0.3596295567164896	0.001432141112241002	0.0002720484485552987	0.35962955668521207	0.9605271598520686	0.35962955668521207
258.0968280467446	0.689558916675096	0.6146212866705786	0.010081842221215918	0.37700886907108666	0.0017168355671935195	0.0003117545167311912	0.37700886903295244	0.9489047070374995	0.37700886903295244
259.0984974958264	0.6941955416191299	0.6361544272924533	0.01116142575514305	0.3947876827992968	0.0020529682232788937	0.0003568577804742164	0.39478768275284093	0.9359192053548224	0.39478768275284093
260.1001669449082	0.699442987418218	0.6573924250586445	0.012342845447093003	0.41294428484092116	0.0024487609341582233	0.0004080313236214269	0.4129442847843739	0.921630681726578	0.4129442847843739
261.10183639398997	0.7052953375273662	0.6782571725892385	0.01363410848203782	0.43145465930574006	0.0029135413412264156	0.0004660234390242289	0.4314546592369657	0.9061045185279916	0.4314546592369657
262.1035058430718	0.7117427654400603	0.6986699448644847	0.015043678293408483	0.4502924910505092	0.003457853719988367	0.0005316648426314317	0.4502924909669324	0.8894109557366029	0.4502924909669324
263.1051752921536	0.7187715508256177	0.7185518994491574	0.016580482627011874	0.4694291825099176	0.0040935743708751466	0.0006058764261806637	0.46942918240843556	0.8716245624504021	0.46942918240843556
264.10684474123536	0.7263641182012701	0.7378245934805784	0.018253919725536177	0.4888338842603566	0.004834030524536869	0.0006896775696447913	0.4888338841372343	0.8528236833287248	0.4888338841372343
265.1085141903172	0.734499098078629	0.7564105128948209	0.02007386239603622	0.5084735397071248	0.005694121470870453	0.0007841950329113089	0.5084735395578698	0.833089865691075	0.5084735395578698
266.110183639399	0.7431514103856462	0.7742336090947392	0.0220506597157183	0.5283129441900963	0.006690440339779399	0.0008906724440844794	0.5283129440093102	0.8125072731138073	0.5283129440093102
267.1118530884808	0.7522923698261772	0.7912198380471839	0.024195136125842533	0.5483148187005671	0.007841394663024531	0.001010480399256204	0.5483148184817678	0.7911620913931492	0.5483148184817678
268.11352253756263	0.7618898127006228	0.8072976966396376	0.02651858765983487	0.5684398982936402	0.009167323534650825	0.0011451271855555973	0.5684398980290517	0.7691419326966604	0.5684398980290517
269.1151919866444	0.7719082445737152	0.822398751032474	0.029032775049982418	0.5886470351671034	0.010690608867626404	0.0012962701357246546	0.5886470348474053	0.7465352436061299	0.5886470348474053
270.1168614357262	0.7823090080402119	0.8364581517148938	0.03174991345758216	0.6088933162601545	0.01243577792290438	0.0014657276183441192	0.6088933158741845	0.7234307225665927	0.6088933158741845
271.118530884808	0.7930504697069546	0.8494151300122295	0.034682658574334946	0.6291341951045979	0.01442959397168052	0.001655491663118171	0.6291341946389997	0.6999167520030717	0.6291341946389997
272.1202003338898	0.8040882253813938	0.8612134709006236	0.03784408884833973	0.649323637538469	0.016701131650875244	0.0018677412152906304	0.6493236369772746	0.6760808500540685	0.6493236369772746
273.1218697829716	0.815375322333129	0.8718019571616937	0.041247683596420996	0.6694142807684625	0.01928183329557912	0.0021048560072830656	0.6694142800925978	0.652009146505007	0.6694142800925978
274.1235392320534	0.8268624973772625	0.8811347801534214	0.04490729677590909	0.6893576051444168	0.022205542291103473	0.0023694310289960017	0.6893576043311175	0.6277858870924937	0.6893576043311175
275.12520868113523	0.8384984294173279	0.8891719127816514	0.04883712620354601	0.7091041178876786	0.0255085092929061	0.0026642915708834022	0.7091041169097991	0.6034929698986815	0.7091041169097991
276.12687813021705	0.8502300049820838	0.8958794406256314	0.05305167802703483	0.7286035478966385	0.02922936702711756	0.002992508805886482	0.7286035467218368	0.5792095170720568	0.7286035467218368
277.1285475792988	0.8620025951955415	0.9012298475964707	0.057565726276015104	0.7478050506385207	0.03340906932013213	0.0033574158675949437	0.7478050492282968	0.5550114846043812	0.7478050492282968
278.1302170283806	0.8737603425340057	0.9052022529836399	0.06239426734400675	0.7666574220278354	0.03809079002517883	0.003762624372596001	0.7666574203363983	0.5309713123714355	0.7666574203363983
279.13188647746244	0.8854464556485027	0.9077825972652586	0.06755246928115881	0.7851093200900194	0.043319777629027834	0.00421204132488822	0.7851093180629531	0.5071576161155916	0.7851093180629531
280.1335559265442	0.8970035104665406	0.9089637746157633	0.07305561580950795	0.8031094931150229	0.04914316154434	0.00470988632950341	0.803109490687718	0.48363492251878193	0.803109490687718
281.1352253756261	0.9083737557343361	0.9087457106317253	0.07891904500782808	0.8206070129209695	0.05560970643268938	0.005260709031127944	0.8206070100167796	0.46046344799273253	0.8206070100167796
282.13689482470784	0.9194994211201453	0.9071353844047942	0.08515808265199251	0.8375515117737297	0.06276951136839189	0.005869406681592178	0.8375515083018076	0.4376989213063275	0.8375515083018076
283.13856427378965	0.930323025971717	0.9041467946912314	0.09178797023896879	0.853893421445329	0.07067365125019417	0.006541241727663455	0.8538934172980885	0.4153924496840958	0.8538934172980885
284.14023372287147	0.9407876868065076	0.8998008705513371	0.09882378776789184	0.8695842128432817	0.079373758600101	0.00728185929769913	0.8695842078934236	0.393590427551219	0.8695842078934236
285.14190317195323	0.9508374216126809	0.8941253274502837	0.10628037140000267	0.8845766346052847	0.08892154475668611	0.008097304452486326	0.8845766287023147	0.3723344866739	0.8845766287023147
286.14357262103505	0.9604174490521726	0.8871544704155395	0.11417222617022525	0.8988249490295804	0.0993682604709127	0.008994039052103702	0.898824941995737	0.3516614860542492	0.898824941995737
287.14524207011686	0.9694744806844344	0.87892894642659	0.12251343397652721	0.9122851637014161	0.11076409703880408	0.009978958077006838	0.912285155326912	0.33160353958941463	0.912285155326912
288.1469115191987	0.9779570043709277	0.8694954487617733	0.13131755712859375	0.9249152571807102	0.12315753034599639	0.011059405227891759	0.9249152472181768	0.31218807919837416	0.9249152472181768
289.1485809682805	0.9858155570758185	0.8589063765371163	0.14059753779427744	0.9366753971354321	0.13659461153854935	0.012243187615368457	0.9366753852934397	0.29343795085872565	0.9366753852934397
290.15025041736226	0.9930029853474741	0.847219453136042	0.15036559374034214	0.9475281493394602	0.15111820945229346	0.01353858933724133	0.9475281352749682	0.2753715407810012	0.9475281352749682
291.1519198664441	0.9994746918478538	0.8344973076405613	0.16063311082265186	0.9574386760026155	0.16676721140481313	0.014954383728415586	0.9574386593121822	0.25800292877999187	0.9574386593121822
292.1535893155259	1.005188866392213	0.8208070237287505	0.17141053273958345	0.9663749219639111	0.18357569045106736	0.016499844056310022	0.9663749021734704	0.2413420657809413	0.9663749021734704
293.15525876460765	1.0101067000691073	0.8062196607956101	0.18270724862051782	0.9743077873563986	0.20157204869296763	0.01818475242336264	0.9743077639093813	0.22539497232213224	0.9743077639093813
294.15692821368947	1.014192581129637	0.790809752281598	0.19453147907805995	0.9812112854426591	0.22077814767881232	0.020019406627966103	0.981211257686202	0.2101639548827786	0.981211257686202
295.1585976627713	1.0174142714644059	0.7746547863529762	0.2068901614075502	0.9870626844232584	0.24120843829161664	0.02201462472618858	0.9870626515922101	0.19564783687389076	0.9870626515922101
296.1602671118531	1.0197430626257133	0.7578346741695539	0.21978883466974547	0.9918426321354553	0.2628691037654983	0.024181747029152767	0.9918425933338443	0.1818422011771473	0.9918425933338443
297.1619365609349	1.021153910499954	0.7404312109985225	0.23323152544151754	0.9955352626850128	0.28575723054484103	0.02653263526518428	0.9955352168645939	0.16873964119968604	0.9955352168645939
298.1636060100167	1.0216255478898448	0.722527535388909	0.24722063506436642	0.9981282841889885	0.3098600225708548	0.029079668632046772	0.9981282301244324	0.15633001752748985	0.9981282301244325
299.1652754590985	1.0211405744266318	0.7042075915119244	0.2617568292607338	0.9996130469505533	0.33515407520459667	0.03183573646298803	0.9996129832107797	0.14460071740298394	0.9996129832107798
300.1669449081803	1.0196855233974609	0.6855555996013168	0.2768389310227821	0.9999845915368024	0.3616047253374624	0.034814227231160115	0.9999845164518896	0.13353691441962262	0.9999845164518897
301.1686143572621	1.0172509052412073	0.6666555391987032	0.2924638177068672	0.999241676385732	0.3891654942667838	0.038029013620489625	0.9992415880087565	0.12312182601353129	0.9992415880087566
302.1702838063439	1.0138312276357309	0.6475906496267476	0.30862632328859796	0.9973867847274923	0.4177776395976956	0.04149443339746632	0.997386680790564	0.1133369665356916	0.9973866807905643
303.1719532554257	1.0094249922693022	0.6284429517834226	0.3253191467476019	0.9944261107661233	0.4473698317519825	0.045225265827808336	0.994425988629781	0.10416239390364603	0.9944259886297813
304.1736227045075	1.0040346685572485	0.6092927949796008	0.3425327675573147	0.9903695252296121	0.47785796960694293	0.0492367033947477	0.9903693818246329	0.09557694805534604	0.9903693818246331
305.17529215358934	0.9976666447302281	0.5902184321365549	0.36025536925269375	0.9852305205566722	0.5091451483477513	0.05354431859191401	0.9852303523172217	0.08755847965590761	0.985230352317222
306.1769616026711	0.9903311568814559	0.5712956262264601	0.3784727720373656	0.9790261361465167	0.5411217908005737	0.058164025583645654	0.9790259389334254	0.08008406773709249	0.9790259389334258
307.1786310517529	0.982042196715202	0.5525972903848544	0.39716837537091937	0.9717768642515163	0.5736659513358497	0.06311203654913411	0.9717766332643083	0.07313022517610028	0.9717766332643089
308.18030050083473	0.9728173988866331	0.5341931636565118	0.4163231114465587	0.963506537240483	0.606643798917237	0.06840481255419033	0.9635062669166061	0.06667309114179565	0.9635062669166069
309.1819699499165	0.9626779089621662	0.5161495238623413	0.4359154104290241	0.9542421971009267	0.6399102830578729	0.07405900882568306	0.9542418810004328	0.060688609850140705	0.9542418810004337
310.1836393989983	0.9516482331588233	0.49852893860187525	0.45592117827237133	0.944013948180666	0.6733099833776732	0.08009141433881631	0.9440135788543699	0.05515269517413753	0.944013578854371
311.1853088480801	0.9397560711394348	0.48139005494026366	0.4763137878769675	0.9328547942913646	0.706678140189044	0.08651888566637324	0.9328543631302599	0.05004138084502229	0.9328543631302614
312.18697829716194	0.927032133246926	0.46478742787670246	0.497064084275088	0.920800461407738	0.7398418601375444	0.09335827508177783	0.9207999584711737	0.04533095615923171	0.9207999584711756
313.18864774624376	0.9135099436545302	0.448771387258852	0.5181404044549103	0.9078892072953909	0.7726214874596121	0.10062635295415258	0.9078886211152049	0.04099808726857016	0.9078886211152072
314.1903171953255	0.8992256309887896	0.4333879424001188	0.5395086123440224	0.8941616194865785	0.8048321279682218	0.10833972452332484	0.8941609368440403	0.03701992427811701	0.8941609368440433
315.19198664440734	0.8842177080480835	0.418678723278403	0.5611321493762094	0.879660403095931	0.8362853095193755	0.11651474119570117	0.8796596087679716	0.03337419450717876	0.8796596087679753
316.19365609348915	0.8685268422907424	0.4046809568499795	0.5829721009598691	0.8644301600268349	0.866790759529454	0.12516740655777597	0.864429236497615	0.030039282382741197	0.8644292364976198
317.19532554257097	0.8521956188032164	0.39142747670371947	0.6049872790537724	0.8485171611632325	0.8961582771869331	0.1343132773624534	0.8485160882966423	0.026994296532402613	0.8485160882966483
318.1969949916528	0.835268297480249	0.3789467640114852	0.6271343209367299	0.8319691131709853	0.9241996754098419	0.1439673598038724	0.8319678678391484	0.0242191247249654	0.831967867839156
319.19866444073455	0.8177905661555009	0.36726301750186424	0.6493678041331791	0.81483492154747	0.9507307654156958	0.15414400145861035	0.8148334772097617	0.021694477372183264	0.8148334772097712
320.20033388981636	0.7998092914128239	0.3563962499975337	0.6716403773277139	0.7971644515579135	0.9755733550588126	0.16485677933446238	0.7971627777843742	0.0194019203553046	0.797162777784386
321.2020033388982	0.7813722687857539	0.34636240891176345	0.6939029069693591	0.7790082886823836	0.9985572309066396	0.1761183845318521	0.779006350614722	0.017323897975857778	0.779006350614737
322.20367278797994	0.7625279740161899	0.3371735179964529	0.7161046391321999	0.7604175001686952	1.019522093416365	0.18794050408675694	0.7604152579113188	0.015443746852555632	0.7604152579113377
323.20534223706176	0.7433253169933983	0.3288378375717383	0.738193376064062	0.7414433992444346	1.0383194145665255	0.20033370062708727	0.7414408071771128	0.013745701596350704	0.7414408071771365
324.2070116861436	0.7238133999320999	0.3213600404439614	0.760115666720706	0.7221373134864729	1.0548141879124093	0.21330729053608355	0.7221343194893293	0.012214893094683776	0.7221343194893589
325.2086811352254	0.704041281274316	0.31474140073258533	0.781817010450922	0.7025503587795412	1.0688865422701515	0.2268692213757554	0.7025469033600745	0.010837340225043509	0.7025469033601116
326.2103505843072	0.684057746714976	0.308979992874982	0.8032420728692389	0.6827332202177376	1.080433192078172	0.241025949379854	0.682729235528483	0.009599935798318483	0.6827292355285294
327.21202003338897	0.6639110886569277	0.30407089815793686	0.8243349128293549	0.6627359412151131	1.0893686999062444	0.25578231787863287	0.6627313499493657	0.008490427505287454	0.6627313499494237
328.2136894824708	0.6436488952982078	0.30000641623304225	0.845039219294112	0.6426077219949671	1.0956265295369	0.27114143756587245	0.6426024361466994	0.007497394606165591	0.6426024361467719
329.2153589315526	0.6233178504443974	0.2967762792064438	0.8652985567883299	0.6223967285233485	1.0991598714719302	0.28710456956152236	0.6223906479960442	0.00661022106456451	0.6223906479961346
330.21702838063436	0.6029635450228051	0.294367866048041	0.8850566180205061	0.6021499128416713	1.0999422265466672	0.3036710122601256	0.6021429238892684	0.005819065784636028	0.6021429238893813
331.21869782971623	0.5826303011544807	0.2927664152376045	0.9042574821694058	0.5819128456377141	1.0979677374837349	0.3208379929850824	0.5819048191192002	0.005114830564603838	0.5819048191193409
332.220367278798	0.5623610095158738	0.29195523375161764	0.9228458772532513	0.5617295617747938	1.093251262594711	0.3386005654911059	0.5617203512021981	0.004489126332305041	0.5617203512023733
333.2220367278798	0.5421969805955751	0.29191590069136897	0.9407674449336599	0.5416424193768249	1.085828190345038	0.3569515143712968	0.5416318587344182	0.003934238179648617	0.5416318587346362
334.2237061769616	0.5221778103245062	0.29262846405638415	0.957969006054496	0.5216919729438231	1.0757539980333282	0.3758812674302658	0.5216798742542509	0.0034430896638557827	0.5216798742545219
335.2253756260434	0.502341260431039	0.29407162937430414	0.9743988251785212	0.5019168608490711	1.063103562299009	0.39537781708041264	0.5019030114598928	0.0030092067946709444	0.5019030114602294
336.2270450751252	0.48272315374742697	0.296222939105629	0.9900068723625662	0.48235370744722555	1.0479702334620242	0.41542665180402516	0.4823378670089223	0.0026266820790496804	0.48233786700934006
337.228714524207	0.4633572845714658	0.2990589419464244	1.004745080405632	0.4630370399030126	1.0304646897198806	0.43601069869907716	0.4630189370069328	0.0022901389486589293	0.46301893700745095
338.2303839732888	0.4442753440686622	0.3025553513514721	1.0185675958141827	0.44399921973400164	1.0107135908926972	0.4571102780911341	0.44397854817594234	0.0019946968513037838	0.44397854817658444
339.23205342237065	0.425506860586398	0.30668719279206347	1.0314310217550533	0.4252703889493313	0.9888580546379536	0.4787030711473481	0.4252468035814904	0.001735937245479673	0.4252468035822854
340.2337228714524	0.40707915464348526	0.311428939444637	1.0432946513089256	0.4068784305600492	0.9650519807867409	0.5007641013710967	0.4068515426909265	0.0015098706979101734	0.40685154269191004
341.23539232053423	0.3890173082568797	0.3167546361770187	1.054120689396071	0.38884894313669915	0.939460251629229	0.5232657307875132	0.38881831543516354	0.0013129052473689169	0.38881831543637935
342.23706176961605	0.3713441481730672	0.32263801185667634	1.06387446182049	0.37120522899688935	0.9122568375605146	0.5461776715508461	0.371170369853064	0.001141816164434947	0.3711703698545657
343.2387312186978	0.3540802424850448	0.32905258014911176	1.0725246099683483	0.35396829552009185	0.8836228384653786	0.5694670136149697	0.3539286528119313	0.0009937172061605716	0.35392865281378455
344.2404006677796	0.33724391003769816	0.3359717291034177	1.08004326980076	0.337156869009709	0.8537444915647774	0.5930982690084561	0.3371118232201503	0.0008660334369619161	0.3371118232224356
345.24207011686144	0.32085124195490566	0.34336879993565805	1.0864062338986662	0.3207874204536725	0.8228111761758975	0.6170334331462352	0.3207362770790356	0.0007564756623411752	0.3207362770818513
346.2437395659432	0.30491613456119876	0.3512171555188642	1.091593095447692	0.30487420247487057	0.7910134449744627	0.641232063491631	0.30481618366075913	0.0006630165002472196	0.3048161836642255
347.2454090150251	0.2894503329195065	0.3594902391710617	1.095587373192085	0.28942929671177137	0.7585411099297249	0.6656513757562155	0.2893635320480858	0.0005838680958731462	0.28936353205234977
348.24707846410683	0.27446348416440347	0.36816162440012856	1.0983766165377915	0.2744626708277285	0.7255814091585598	0.6902463576914771	0.2743881872295524	0.0005174614693430782	0.27438818723479313
349.24874791318865	0.25996319977728527	0.37720505631692364	1.0999524901438156	0.25998224431456596	0.6923172785754058	0.7149699003869144	0.2598979549106288	0.00046242747190230695	0.2598979549170648
350.25041736227047	0.245955125926057	0.38659448546653546	1.1003108375065227	0.24599396223219389	0.6589257494687596	0.7397729468447012	0.24589865417735582	0.0004175793147254809	0.24589865418525325
351.2520868113522	0.23244302097673117	0.3963040948526281	1.0994517232117718	0.23250187601071323	0.6255764900874633	0.7646046574532775	0.23239419713347018	0.00038189662511440843	0.2323941971431529
352.25375626043405	0.2194288392777606	0.40630832094244324	1.0973794537027561	0.2195082304347015	0.5924305060514817	0.7894125918319954	0.21938667462508624	0.0003545109774835579	0.21938667463694816
